market,year,pair,health_class,primary_blocker,next_action,raw_parquet_present,causal_parquet_present,ohlcv_1m_dbn_present,definition_dbn_present,statistics_dbn_present,status_dbn_present,ohlcv_1m_dbn_count,definition_dbn_count,statistics_dbn_count,status_dbn_count,raw_audit_status,raw_rows,raw_failure_summary,source_reference_count,missing_source_file_count,source_hash_mismatch_count,status_archive_present,status_missing_rows,status_stale_rows,statistics_archive_present,statistics_missing_rows,statistics_stale_rows,phase2_readiness_path,phase2_readiness_status,phase2_blocker_count,phase2_failure_count,phase2_top_blocker,phase2_status_missing_rows,phase2_status_stale_rows,phase2_statistics_missing_rows,phase2_statistics_stale_rows,phase2_roll_backsteps,phase2_synthetic_rows_pct,phase2_output_rows,latest_phase2_decision,decision_conflict,manifest_issue_summary,evidence_paths
ES,2010,ES:2010,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,201975,,8,0,0,1,201867,201867,1,488,488,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2011,ES:2011,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,351411,,9,0,0,1,274637,274637,1,423,423,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2012,ES:2012,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,348218,,9,0,0,1,341091,341091,1,98,98,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2013,ES:2013,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,341259,,9,0,0,1,333805,333805,1,507,507,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2014,ES:2014,POLICY_REVIEW_REQUIRED,canonical status DBN absent or optional; raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,False,1,1,1,0,PASS,335340,,8,0,0,0,335340,335340,1,772,772,,,0,0,,0,0,0,0,0,0.0,0,,False,data/dbn/status:missing_pair:expected_missing,reports/raw_readiness/raw_enriched_optional_schema_audit.json; reports/data_manifest/manifest_coverage_check.csv
ES,2015,ES:2015,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,350165,,9,0,0,1,311508,311508,1,499,499,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2016,ES:2016,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,349036,,9,0,0,1,0,0,1,297,297,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2017,ES:2017,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,344785,,9,0,0,1,0,0,1,1173,1173,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2018,ES:2018,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,348989,,9,0,0,1,0,0,1,513,513,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2019,ES:2019,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,349532,,9,0,0,1,0,0,1,155,155,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2020,ES:2020,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,349611,,9,0,0,1,0,0,1,491,491,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2021,ES:2021,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,353363,,9,0,0,1,0,0,1,41,41,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2022,ES:2022,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,354119,,9,0,0,1,0,0,1,154,154,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2023,ES:2023,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,353154,,9,0,0,1,0,0,1,53,53,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2024,ES:2024,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,354799,,9,0,0,1,0,0,1,190,190,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2025,ES:2025,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,352538,,9,0,0,1,0,0,1,111,111,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
ES,2026,ES:2026,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,158414,,9,0,0,1,0,0,1,6,6,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2010,NQ:2010,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,177359,,8,0,0,1,74902,74902,1,599,599,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2011,NQ:2011,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,320356,,9,0,0,1,275194,275194,1,382,382,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2012,NQ:2012,POLICY_REVIEW_REQUIRED,canonical status DBN absent or optional; raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,False,1,1,1,0,PASS,319311,,8,0,0,0,319311,319311,1,600,600,,,0,0,,0,0,0,0,0,0.0,0,,False,data/dbn/status:missing_pair:expected_missing,reports/raw_readiness/raw_enriched_optional_schema_audit.json; reports/data_manifest/manifest_coverage_check.csv
NQ,2013,NQ:2013,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,310946,,9,0,0,1,230998,230998,1,412,412,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2014,NQ:2014,POLICY_REVIEW_REQUIRED,canonical status DBN absent or optional; raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,False,1,1,1,0,PASS,311633,,8,0,0,0,311633,311633,1,644,644,,,0,0,,0,0,0,0,0,0.0,0,,False,data/dbn/status:missing_pair:expected_missing,reports/raw_readiness/raw_enriched_optional_schema_audit.json; reports/data_manifest/manifest_coverage_check.csv
NQ,2015,NQ:2015,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,329967,,9,0,0,1,293286,293286,1,536,536,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2016,NQ:2016,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,336245,,9,0,0,1,0,0,1,222,222,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2017,NQ:2017,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,341471,,9,0,0,1,0,0,1,789,789,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2018,NQ:2018,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,349178,,9,0,0,1,0,0,1,494,494,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2019,NQ:2019,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,349846,,9,0,0,1,0,0,1,56,56,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2020,NQ:2020,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,348930,,9,0,0,1,0,0,1,147,147,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2021,NQ:2021,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,353393,,9,0,0,1,0,0,1,65,65,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2022,NQ:2022,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,354112,,9,0,0,1,0,0,1,227,227,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2023,NQ:2023,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,353358,,9,0,0,1,0,0,1,72,72,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2024,NQ:2024,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,354954,,9,0,0,1,0,0,1,244,244,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2025,NQ:2025,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,352509,,9,0,0,1,0,0,1,80,80,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
NQ,2026,NQ:2026,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,158377,,9,0,0,1,0,0,1,7,7,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2017,RTY:2017,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows; manifest duplicate/extra policy row,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,2,2,PASS,107898,,9,0,0,1,0,0,1,24,24,,,0,0,,0,0,0,0,0,0.0,0,,False,data/dbn/statistics:duplicate_pair:known_duplicate_policy_deferred | data/dbn/status:duplicate_pair:known_duplicate_policy_deferred,reports/raw_readiness/raw_enriched_optional_schema_audit.json; reports/data_manifest/manifest_coverage_check.csv
RTY,2018,RTY:2018,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,305953,,9,0,0,1,0,0,1,102,102,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2019,RTY:2019,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,328841,,9,0,0,1,0,0,1,247,247,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2020,RTY:2020,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,338085,,9,0,0,1,0,0,1,183,183,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2021,RTY:2021,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,339895,,9,0,0,1,0,0,1,19,19,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2022,RTY:2022,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,345162,,9,0,0,1,0,0,1,32,32,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2023,RTY:2023,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,342436,,9,0,0,1,0,0,1,118,118,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2024,RTY:2024,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,340801,,9,0,0,1,0,0,1,151,151,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2025,RTY:2025,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,340785,,9,0,0,1,0,0,1,145,145,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
RTY,2026,RTY:2026,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,156104,,9,0,0,1,0,0,1,8,8,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2010,YM:2010,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,173321,,8,0,0,1,168188,168188,1,859,859,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2011,YM:2011,POLICY_REVIEW_REQUIRED,canonical status DBN absent or optional; raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,False,1,1,1,0,PASS,311796,,7,0,0,0,311796,311796,1,398,398,,,0,0,,0,0,0,0,0,0.0,0,,False,data/dbn/status:missing_pair:expected_missing,reports/raw_readiness/raw_enriched_optional_schema_audit.json; reports/data_manifest/manifest_coverage_check.csv
YM,2012,YM:2012,POLICY_REVIEW_REQUIRED,canonical status DBN absent or optional; raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,False,1,1,1,0,PASS,314284,,8,0,0,0,314284,314284,1,596,596,,,0,0,,0,0,0,0,0,0.0,0,,False,data/dbn/status:missing_pair:expected_missing,reports/raw_readiness/raw_enriched_optional_schema_audit.json; reports/data_manifest/manifest_coverage_check.csv
YM,2013,YM:2013,POLICY_REVIEW_REQUIRED,canonical status DBN absent or optional; raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,False,1,1,1,0,PASS,315829,,8,0,0,0,315829,315829,1,372,372,,,0,0,,0,0,0,0,0,0.0,0,,False,data/dbn/status:missing_pair:expected_missing,reports/raw_readiness/raw_enriched_optional_schema_audit.json; reports/data_manifest/manifest_coverage_check.csv
YM,2014,YM:2014,POLICY_REVIEW_REQUIRED,canonical status DBN absent or optional; raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,False,1,1,1,0,PASS,316069,,8,0,0,0,316069,316069,1,671,671,,,0,0,,0,0,0,0,0,0.0,0,,False,data/dbn/status:missing_pair:expected_missing,reports/raw_readiness/raw_enriched_optional_schema_audit.json; reports/data_manifest/manifest_coverage_check.csv
YM,2015,YM:2015,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,329373,,9,0,0,1,292568,292568,1,361,361,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2016,YM:2016,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,339342,,9,0,0,1,0,0,1,243,243,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2017,YM:2017,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,336965,,9,0,0,1,0,0,1,436,436,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2018,YM:2018,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,348133,,9,0,0,1,0,0,1,439,439,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2019,YM:2019,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,348834,,9,0,0,1,0,0,1,463,463,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2020,YM:2020,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,347512,,9,0,0,1,0,0,1,640,640,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2021,YM:2021,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,352250,,9,0,0,1,0,0,1,319,319,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2022,YM:2022,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,353014,,9,0,0,1,0,0,1,57,57,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2023,YM:2023,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,350428,,9,0,0,1,0,0,1,229,229,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2024,YM:2024,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,349626,,9,0,0,1,0,0,1,188,188,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2025,YM:2025,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,344589,,9,0,0,1,0,0,1,85,85,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
YM,2026,YM:2026,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,156679,,9,0,0,1,0,0,1,8,8,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
CL,2010,CL:2010,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,196666,,7,0,0,1,196666,196666,1,153,153,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
CL,2011,CL:2011,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,340230,,7,0,0,1,340230,340230,1,264,264,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
CL,2012,CL:2012,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,333140,,7,0,0,1,333140,333140,1,951,951,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
CL,2013,CL:2013,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,331437,,7,0,0,1,331437,331437,1,1129,1129,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
CL,2014,CL:2014,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,327908,,7,0,0,1,327908,327908,1,737,737,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
CL,2015,CL:2015,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,346366,,8,0,0,1,307700,307700,1,634,634,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
CL,2016,CL:2016,POLICY_REVIEW_REQUIRED,raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,351618,,8,0,0,1,0,0,1,399,399,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
CL,2017,CL:2017,POLICY_REVIEW_REQUIRED,raw status enrichment missing/stale rows; raw statistics enrichment missing/stale rows,Use existing exception/build records only after confirming this row is in the accepted set; stop before cleanup.,True,True,True,True,True,True,1,1,1,1,PASS,349402,,8,0,0,1,7604,7604,1,313,313,,,0,0,,0,0,0,0,0,0.0,0,,False,,reports/raw_readiness/raw_enriched_optional_schema_audit.json
